"Time","Fuel system status: Fuel system 1","Fuel system status: Fuel system 2","Calculated engine load [%]","Engine Coolant Temperature [°F]","Short Term Fuel Trim - Bank 1 [%]","Long Term Fuel Trim - Bank 1 [%]","Engine RPM [RPM]","Vehicle Speed Sensor [mph]","Ignition Timing Advance for #1 Cylinder","Intake Air Temperature [°F]","Air Flow Rate from Mass Flow Sensor [lb/min]","Absolute Throttle Position [%]","Location of Oxygen Sensors","Bank 1 - Sensor 1 (O2S): Oxygen Sensor Output Voltage [V]","Bank 1 - Sensor 1 (O2S): Short Term Fuel Trim [%]","Bank 1 - Sensor 2 (O2S): Oxygen Sensor Output Voltage [V]","Bank 1 - Sensor 2 (O2S): Short Term Fuel Trim [%]","OBD requirements to which vehicle is certified","Fuel consumption [MPG]","Battery voltage [V]"
20:32:59.525,"Closed loop (1)","NA","13.7","186","5.5","19.5","754","0","14.0","68","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:32:59.802,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","14.0","68","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:00.065,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","14.0","68","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:00.326,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","68","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:00.599,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:00.849,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:01.126,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:01.396,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.775","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:01.649,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:01.649,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.835",,"OBDII (California ARB)","0.0","14.1"
20:33:01.914,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:02.195,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:02.704,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:02.939,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:03.189,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:03.189,"Closed loop (1)","NA","13.7","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:03.452,"Closed loop (1)","NA","13.3","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:03.721,"Closed loop (1)","NA","13.3","186","5.5","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:03.994,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:04.239,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:04.489,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:04.743,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","13.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:04.986,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:05.233,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:05.501,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:05.771,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:06.021,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.680","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:06.266,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","5.5","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:06.267,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.795",,"OBDII (California ARB)","0.0","14.1"
20:33:06.514,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.1"
20:33:06.783,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.1"
20:33:07.305,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.1"
20:33:07.523,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:07.775,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:07.775,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:08.021,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:08.270,"Closed loop (1)","NA","13.3","186","7.0","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:08.524,"Closed loop (1)","NA","13.3","186","8.6","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:08.770,"Closed loop (1)","NA","13.3","186","8.6","19.5","746","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:09.019,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:09.263,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","14.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:09.506,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:09.756,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:10.004,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:10.269,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:10.523,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.365","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:10.773,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","6.3","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:10.773,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.780",,"OBDII (California ARB)","0.0","14.2"
20:33:11.044,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.2"
20:33:11.318,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.2"
20:33:11.819,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.2"
20:33:12.054,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:12.335,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:12.335,"Closed loop (1)","NA","13.3","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:12.609,"Closed loop (1)","NA","14.1","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:12.868,"Closed loop (1)","NA","14.1","186","8.6","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:13.119,"Closed loop (1)","NA","14.1","186","7.0","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:13.383,"Closed loop (1)","NA","14.1","186","7.0","19.5","749","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:13.640,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:13.903,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","13.0","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:14.166,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:14.420,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:14.691,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:14.969,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:15.225,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.165","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:15.494,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","9.4","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:15.494,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.765",,"OBDII (California ARB)","0.0","14.1"
20:33:15.774,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:16.035,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:16.566,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:16.803,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:17.063,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:17.063,"Closed loop (1)","NA","14.1","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:17.339,"Closed loop (1)","NA","12.9","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:17.584,"Closed loop (1)","NA","12.9","186","7.0","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:17.828,"Closed loop (1)","NA","12.9","186","8.6","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:18.075,"Closed loop (1)","NA","12.9","186","8.6","19.5","751","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:18.325,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:18.591,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","14.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:18.865,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:19.111,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:19.356,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:19.604,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:19.879,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.110","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:20.129,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","6.3","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:20.129,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.710",,"OBDII (California ARB)","0.0","14.1"
20:33:20.388,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:20.630,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:21.123,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:21.358,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:21.636,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:21.637,"Closed loop (1)","NA","12.9","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:21.899,"Closed loop (1)","NA","13.7","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:22.154,"Closed loop (1)","NA","13.7","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:22.405,"Closed loop (1)","NA","13.7","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:22.683,"Closed loop (1)","NA","13.7","186","8.6","19.5","760","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:22.944,"Closed loop (1)","NA","13.7","186","8.6","19.5","747","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:23.191,"Closed loop (1)","NA","13.7","186","8.6","19.5","747","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
20:33:23.447,"Closed loop (1)","NA","13.7","186","8.6","19.5","747","0","13.5","69","0.2","10.6","B1S1, B1S2","0.755","7.0","0.830",,"OBDII (California ARB)","0.0","14.1"
